Epoch,Loss,Accuracy
0,0.7574722910156617,0.8796534017971759
1,0.2690237695351243,0.9547496790757382
2,0.20968464184552432,0.8902439024390244
3,0.17954553050968128,0.9534659820282413
4,0.16534751219770466,0.9640564826700898
5,0.1522613922993724,0.9557124518613607
6,0.14693676963902247,0.9566752246469833
7,0.14183316278295258,0.9502567394094994
8,0.13537281228181644,0.9586007702182285
9,0.12883874075188756,0.9659820282413351
10,0.12615978926097832,0.9229781771501926
11,0.12644808283792092,0.9630937098844673
12,0.11927937424192443,0.9685494223363287
13,0.12210741706598455,0.9775353016688062
14,0.11454698944356866,0.9008344030808729
15,0.11377342307749085,0.9727214377406932
16,0.1114537184822182,0.962772785622593
17,0.1116282369598197,0.9624518613607189
18,0.10693458074835153,0.9435173299101413
19,0.10924537679902875,0.946405648267009
20,0.10795586369857073,0.9560333761232349
21,0.10584190254105637,0.9701540436456996
22,0.10145481939021593,0.9441591784338896
23,0.1018729331060641,0.8729139922978177
24,0.0927344797235818,0.9733632862644416
25,0.10019826306125675,0.9727214377406932
26,0.10104485978170907,0.9659820282413351
27,0.10012185304852513,0.9646983311938383
28,0.10129363917617294,0.9759306803594352
29,0.10010106202322416,0.9624518613607189
30,0.09605570873753048,0.9733632862644416
31,0.09507034904560827,0.95795892169448
32,0.09693541451557301,0.9784980744544287
33,0.09847759108039705,0.977214377406932
34,0.0959581844216117,0.9711168164313222
35,0.09546281284069082,0.9701540436456996
36,0.09548612009097363,0.9640564826700898
37,0.0954760574554735,0.9521822849807445
38,0.09575960829880877,0.9791399229781772
39,0.0925501337798778,0.972400513478819
40,0.09424814943724927,0.9659820282413351
41,0.09266185268501524,0.9679075738125802
42,0.093183898113262,0.9711168164313222
43,0.09232996660068285,0.8629653401797176
44,0.09138480178781976,0.9794608472400513
45,0.09391152346797753,0.9746469833119383
46,0.09075029394307654,0.9791399229781772
47,0.0941760994602168,0.9008344030808729
48,0.09000376989790358,0.9727214377406932
49,0.0902288349763041,0.95795892169448
50,0.09164370543007046,0.9663029525032092
51,0.08723367503586744,0.9768934531450578
52,0.08572751037527969,0.9695121951219512
53,0.08779722593040228,0.9663029525032092
54,0.09022327878125137,0.9765725288831836
55,0.08897017170260929,0.977214377406932
56,0.08970816101709482,0.975609756097561
57,0.08656167711082022,0.9704749679075738
58,0.08683310428521229,0.9675866495507061
59,0.08846093749874946,0.9765725288831836
60,0.08786638350381205,0.9454428754813864
61,0.08592445921961207,0.8478818998716303
62,0.08653086147363259,0.9778562259306803
63,0.08709715463009138,0.9598844672657253
64,0.08764357787440531,0.9762516046213093
65,0.08752703274682669,0.9801026957637997
66,0.08834142476360937,0.9290757381258024
67,0.08507083615005309,0.9752888318356868
68,0.08470605877507925,0.9743260590500642
69,0.08615153307031366,0.9810654685494223
70,0.08398116684685915,0.9727214377406932
71,0.08274703321207291,0.9387034659820283
72,0.0858096230018978,0.959563543003851
73,0.08003182501204906,0.9829910141206675
74,0.08599147194153585,0.9637355584082157
75,0.0834997848318054,0.9801026957637997
76,0.08830247093687014,0.9743260590500642
77,0.08471120833355365,0.9765725288831836
78,0.08264308914404887,0.982028241335045
79,0.08669636288307232,0.9759306803594352
80,0.08602590741594236,0.9765725288831836
81,0.08394561569781124,0.9781771501925546
82,0.08212128886227266,0.9778562259306803
83,0.08227375346284531,0.97400513478819
84,0.08250038535969417,0.9807445442875481
85,0.08391229610894628,0.9691912708600771
86,0.08206256366637461,0.9746469833119383
87,0.0817212591485282,0.9749679075738126
88,0.08466696460896063,0.9659820282413351
89,0.08049166566689821,0.9794608472400513
90,0.08554530597485749,0.9762516046213093
91,0.0831752759218897,0.9569961489088575
92,0.08538371815461337,0.9817073170731707
93,0.08073606709674724,0.9807445442875481
94,0.07722773696580543,0.9826700898587933
95,0.07773759986667662,0.9624518613607189
96,0.08142175452019915,0.9784980744544287
97,0.08001076312977183,0.9781771501925546
98,0.08044878834687272,0.9807445442875481
99,0.08107695694476812,0.982028241335045
100,0.08501064327803341,0.9813863928112966
101,0.08133043230197635,0.9781771501925546
102,0.08167734522785627,0.9406290115532734
103,0.07968627624458559,0.9768934531450578
104,0.07808050028648163,0.975609756097561
105,0.08273520684771285,0.962772785622593
106,0.0855509577628814,0.9685494223363287
107,0.07991457196982223,0.9778562259306803
108,0.07967780625775935,0.9720795892169448
109,0.07986382429439216,0.9781771501925546
110,0.08018824061567638,0.9781771501925546
111,0.0824369002673288,0.3228498074454429
112,0.08220270710709231,0.9576379974326059
113,0.07807566719638999,0.9614890885750963
114,0.07907727012155262,0.9813863928112966
115,0.07847957770447511,0.978818998716303
116,0.07960798683002045,0.9197689345314506
117,0.08332881024570013,0.97400513478819
118,0.08013491423406753,0.9807445442875481
119,0.07972177086217133,0.9801026957637997
120,0.07764259607981143,0.9768934531450578
121,0.07922327363580385,0.982028241335045
122,0.07881994822907286,0.97400513478819
123,0.07739929804968433,0.9768934531450578
124,0.08072176739222134,0.9797817715019256
125,0.08157331802420884,0.9640564826700898
126,0.07810139829580702,0.9666238767650834
127,0.07777758883865854,0.9746469833119383
128,0.07633497018791437,0.9829910141206675
129,0.07985961503599683,0.983632862644416
130,0.07761166260709568,0.9765725288831836
131,0.0705315013851293,0.889602053915276
132,0.08077700643402633,0.972400513478819
133,0.07568907807384652,0.9736842105263158
134,0.07801783705219338,0.9672657252888318
135,0.07825958680630207,0.9569961489088575
136,0.07695308366511222,0.9646983311938383
137,0.07669798106550774,0.978818998716303
138,0.0738525548767414,0.9403080872913993
139,0.07842051882651807,0.977214377406932
140,0.07788898073809389,0.9720795892169448
141,0.07957650527617215,0.9695121951219512
142,0.07473952352735208,0.9794608472400513
143,0.07338443828899262,0.9833119383825417
144,0.0770302248237537,0.9675866495507061
145,0.07695247506469105,0.9826700898587933
146,0.07857761166619465,0.9797817715019256
147,0.08223905870872492,0.9813863928112966
148,0.07324765568576903,0.9688703465982028
149,0.07640163788357593,0.9592426187419769
150,0.0765971990538184,0.9711168164313222
