Epoch,Loss,Accuracy
0,0.9722603326826765,0.8384530992868897
1,0.47579484160074537,0.8790455293472298
2,0.39456995393623384,0.8971475589687329
3,0.361298500674597,0.8911135490948985
4,0.33994621271267533,0.9064728469555677
5,0.32282703826939196,0.9078442128359846
6,0.3141244243168713,0.9083927591881514
7,0.311612525476927,0.908118486012068
8,0.29459815714998466,0.9048272078990675
9,0.29556164444473226,0.8831596269884805
10,0.2884810396139265,0.9119583104772353
11,0.283102221978959,0.9064728469555677
12,0.2862527213813002,0.9147010422380691
13,0.27901765201016115,0.9018102029621503
14,0.2820155435658403,0.18129456939111355
15,0.27770036171504964,0.9144267690619857
16,0.2764571732024482,0.9179923203510697
17,0.2730920687532297,0.9125068568294021
18,0.27174938102906343,0.9168952276467361
19,0.26748002859459485,0.9207350521119034
20,0.2660760239651018,0.9078442128359846
21,0.2658831624185519,0.9157981349424026
22,0.2678737418630095,0.8982446516730663
23,0.26111217880449994,0.902358749314317
24,0.2614844642105214,0.9149753154141524
25,0.2576679665245026,0.9155238617663193
26,0.25997908729365454,0.916072408118486
27,0.2599513879405302,0.911684037301152
28,0.25659472187429566,0.9223806911684037
29,0.2546490341702705,0.8960504662643993
30,0.25463010491793076,0.9171695008228196
31,0.2532302507384692,0.9188151398793198
32,0.25207158640688776,0.9190894130554031
33,0.25088966626718867,0.9193636862314866
34,0.2541683469832622,0.9193636862314866
35,0.2530399835321301,0.9199122325836533
36,0.25340691751549266,0.9163466812945694
37,0.2517643935328427,0.9141524958859023
38,0.2507017046583841,0.9177180471749863
39,0.25029520237391506,0.9204607789358201
40,0.25103315928049197,0.9179923203510697
41,0.24320773596800313,0.9179923203510697
42,0.24618126765282095,0.9207350521119034
43,0.24643025867203905,0.9210093252879868
44,0.24622844775634198,0.9226549643444871
45,0.24533204407481735,0.916072408118486
46,0.24552109626069737,0.9223806911684037
47,0.2452114980479931,0.9212835984640703
48,0.24604711789416206,0.921832144816237
49,0.24267589644296095,0.9097641250685683
50,0.24504420061655988,0.9157981349424026
51,0.24246077239934638,0.9177180471749863
52,0.24675286837686017,0.8724629731212288
53,0.24550186280197395,0.918266593527153
54,0.2392374298688721,0.9234777838727373
55,0.2405944607200677,0.9163466812945694
56,0.24160500070317076,0.9207350521119034
57,0.24541793817390276,0.9234777838727373
58,0.24240263306203638,0.9237520570488206
59,0.24308569245834388,0.9259462424574877
60,0.24242839647373776,0.9179923203510697
61,0.24177743722082182,0.9259462424574877
62,0.24152594005219025,0.9237520570488206
63,0.241692131730879,0.924026330224904
64,0.2402131308058814,0.9215578716401536
65,0.24039755379239897,0.9221064179923204
66,0.241796659839964,0.9234777838727373
67,0.2393420904832933,0.9245748765770707
68,0.23807939363388486,0.9152495885902359
69,0.23901382034678695,0.91963795940757
70,0.2409565173069208,0.8869994514536478
71,0.23859607520270193,0.924026330224904
72,0.2417603409589981,0.9232035106966539
73,0.24059746292378373,0.9193636862314866
74,0.23823703839030044,0.9234777838727373
75,0.23747722454451528,0.8859023587493143
76,0.2358539925614758,0.9229292375205704
77,0.23983800220000712,0.9210093252879868
78,0.23919466342327692,0.9207350521119034
79,0.23906588537519974,0.9212835984640703
80,0.2349656579009254,0.9248491497531541
81,0.2375901615075571,0.9273176083379046
82,0.23667247085738877,0.9204607789358201
83,0.24051981108067066,0.9215578716401536
84,0.2368381190628274,0.9237520570488206
85,0.23819077673301522,0.9130554031815689
86,0.234140827885424,0.9215578716401536
87,0.23927878885845993,0.9155238617663193
88,0.23688137988395747,0.911684037301152
89,0.23528450430865377,0.9256719692814043
90,0.24026894352228786,0.9125068568294021
91,0.24157484974969984,0.9251234229292375
92,0.23482113906325058,0.9166209544706527
93,0.24160811163394674,0.9259462424574877
94,0.23609320613021528,0.9204607789358201
95,0.23405895933503193,0.9251234229292375
96,0.24013041414850464,0.9179923203510697
97,0.23809068004629808,0.9127811300054854
98,0.2371344708239153,0.9245748765770707
99,0.24033830460910777,0.9229292375205704
